ITEM_CODE,DESCRIPTION,UNIT,QUANTITY,ACTUAL_UNIT_PRICE,ACTUAL_TOTAL,UNIT_PRICE_EST,ALTERNATE_USED,ABS_PCT_ERR,CONTRACT
503-12478,,,0.0,503.0,12478.0,,,,Bid-Tabs-7.9.25_revised9.2
503-12479,,,0.0,503.0,12479.0,,,,Bid-Tabs-7.9.25_revised9.2
601-02241,,,0.0,601.0,2241.0,,,,Bid-Tabs-7.9.25_revised9.2
601-12281,,,0.0,601.0,12281.0,,,,Bid-Tabs-7.9.25_revised9.2
601-12292,,,0.0,601.0,12292.0,,,,Bid-Tabs-7.9.25_revised9.2
601-94689,,,0.0,601.0,94689.0,,,,Bid-Tabs-7.9.25_revised9.2
602-06729,,,0.0,602.0,6729.0,,,,Bid-Tabs-7.9.25_revised9.2
609-06259,,,0.0,609.0,6259.0,,,,Bid-Tabs-7.9.25_revised9.2
616-05688,,,0.0,616.0,5688.0,110.0,False,0.8214285714285714,Bid-Tabs-7.9.25_revised9.2
616-05689,,,0.0,616.0,5689.0,,,,Bid-Tabs-7.9.25_revised9.2
616-06405,,,0.0,616.0,6405.0,,,,Bid-Tabs-7.9.25_revised9.2
616-12246,,,0.0,616.0,12246.0,,,,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-06560,,,0.0,621.0,6560.0,,,,Bid-Tabs-7.9.25_revised9.2
621-06567,,,0.0,621.0,6567.0,,,,Bid-Tabs-7.9.25_revised9.2
621-06574,,,0.0,621.0,6574.0,55.0,False,0.9114331723027376,Bid-Tabs-7.9.25_revised9.2
621-09815,,,0.0,621.0,9815.0,,,,Bid-Tabs-7.9.25_revised9.2
621-12612,,,0.0,621.0,12612.0,,,,Bid-Tabs-7.9.25_revised9.2
628-09403,,,0.0,628.0,9403.0,,,,Bid-Tabs-7.9.25_revised9.2
628-11976,,,0.0,628.0,11976.0,,,,Bid-Tabs-7.9.25_revised9.2
702-51863,,,0.0,702.0,51863.0,,,,Bid-Tabs-7.9.25_revised9.2
703-06029,,,0.0,703.0,6029.0,,,,Bid-Tabs-7.9.25_revised9.2
703-97936,,,0.0,703.0,97936.0,,,,Bid-Tabs-7.9.25_revised9.2
704-51002,,,0.0,704.0,51002.0,,,,Bid-Tabs-7.9.25_revised9.2
706-11600,,,0.0,706.0,11600.0,,,,Bid-Tabs-7.9.25_revised9.2
706-11620,,,0.0,706.0,11620.0,,,,Bid-Tabs-7.9.25_revised9.2
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-7.9.25_revised9.2
713-04331,,,0.0,713.0,4331.0,,,,Bid-Tabs-7.9.25_revised9.2
718-12307,,,0.0,718.0,12307.0,,,,Bid-Tabs-7.9.25_revised9.2
722-01066,,,0.0,722.0,1066.0,,,,Bid-Tabs-7.9.25_revised9.2
722-12380,,,0.0,722.0,12380.0,,,,Bid-Tabs-7.9.25_revised9.2
722-12464,,,0.0,722.0,12464.0,,,,Bid-Tabs-7.9.25_revised9.2
722-12732,,,0.0,722.0,12732.0,,,,Bid-Tabs-7.9.25_revised9.2
722-51401,,,0.0,722.0,51401.0,,,,Bid-Tabs-7.9.25_revised9.2
801-03291,,,0.0,801.0,3291.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06209,,,0.0,801.0,6209.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06218,,,0.0,801.0,6218.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-7.9.25_revised9.2
801-06645,,,0.0,801.0,6645.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-7.9.25_revised9.2
801-07024,,,0.0,801.0,7024.0,,,,Bid-Tabs-7.9.25_revised9.2
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-7.9.25_revised9.2
801-08508,,,0.0,801.0,8508.0,,,,Bid-Tabs-7.9.25_revised9.2
801-12081,,,0.0,801.0,12081.0,,,,Bid-Tabs-7.9.25_revised9.2
801-12482,,,0.0,801.0,12482.0,,,,Bid-Tabs-7.9.25_revised9.2
801-12883,,,0.0,801.0,12883.0,,,,Bid-Tabs-7.9.25_revised9.2
802-91122,,,0.0,802.0,91122.0,,,,Bid-Tabs-7.9.25_revised9.2
808-06716,,,0.0,808.0,6716.0,,,,Bid-Tabs-7.9.25_revised9.2
808-10049,,,0.0,808.0,10049.0,,,,Bid-Tabs-7.9.25_revised9.2
808-10057,,,0.0,808.0,10057.0,,,,Bid-Tabs-7.9.25_revised9.2
808-12032,,,0.0,808.0,12032.0,2.0,False,0.9975247524752475,Bid-Tabs-7.9.25_revised9.2
808-12841,,,0.0,808.0,12841.0,,,,Bid-Tabs-7.9.25_revised9.2
808-75996,,,0.0,808.0,75996.0,,,,Bid-Tabs-7.9.25_revised9.2
722-51842,,,0.0,722.0,51842.0,,,,Bid-Tabs-7.9.25_revised9.2
722-01061,,,0.0,722.0,1061.0,,,,Bid-Tabs-7.9.25_revised9.2
105-06845,,,0.0,105.0,6845.0,13000.0,False,122.80952380952381,Bid-Tabs-7.9.25_revised9.2
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-7.9.25_revised9.2
109-11362,,,0.0,109.0,11362.0,,,,Bid-Tabs-7.9.25_revised9.2
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-7.9.25_revised9.2
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-7.9.25_revised9.2
205-11626,,,0.0,205.0,11626.0,15000.0,False,72.17073170731707,Bid-Tabs-7.9.25_revised9.2
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-7.9.25_revised9.2
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-7.9.25_revised9.2
615-06490,,,0.0,615.0,6490.0,,,,Bid-Tabs-7.9.25_revised9.2
616-05688,,,0.0,616.0,5688.0,110.0,False,0.8214285714285714,Bid-Tabs-7.9.25_revised9.2
616-06405,,,0.0,616.0,6405.0,,,,Bid-Tabs-7.9.25_revised9.2
616-12248,,,0.0,616.0,12248.0,8.0,False,0.987012987012987,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-06559,,,0.0,621.0,6559.0,3.0,False,0.9951690821256038,Bid-Tabs-7.9.25_revised9.2
628-09403,,,0.0,628.0,9403.0,,,,Bid-Tabs-7.9.25_revised9.2
628-11976,,,0.0,628.0,11976.0,,,,Bid-Tabs-7.9.25_revised9.2
715-05125,,,0.0,715.0,5125.0,,,,Bid-Tabs-7.9.25_revised9.2
716-07634,,,0.0,716.0,7634.0,,,,Bid-Tabs-7.9.25_revised9.2
725-12511,,,0.0,725.0,12511.0,,,,Bid-Tabs-7.9.25_revised9.2
801-04308,,,0.0,801.0,4308.0,280.0,False,0.6504369538077404,Bid-Tabs-7.9.25_revised9.2
801-06625,,,0.0,801.0,6625.0,140.0,False,0.8252184769038702,Bid-Tabs-7.9.25_revised9.2
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-7.9.25_revised9.2
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-7.9.25_revised9.2
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-7.9.25_revised9.2
801-07119,,,0.0,801.0,7119.0,16.0,False,0.9800249687890137,Bid-Tabs-7.9.25_revised9.2
105-06845,,,0.0,105.0,6845.0,13000.0,False,122.80952380952381,Bid-Tabs-7.9.25_revised9.2
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-7.9.25_revised9.2
109-11362,,,0.0,109.0,11362.0,,,,Bid-Tabs-7.9.25_revised9.2
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-7.9.25_revised9.2
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-7.9.25_revised9.2
205-11626,,,0.0,205.0,11626.0,15000.0,False,72.17073170731707,Bid-Tabs-7.9.25_revised9.2
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-7.9.25_revised9.2
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-7.9.25_revised9.2
615-06490,,,0.0,615.0,6490.0,,,,Bid-Tabs-7.9.25_revised9.2
616-05688,,,0.0,616.0,5688.0,110.0,False,0.8214285714285714,Bid-Tabs-7.9.25_revised9.2
616-06405,,,0.0,616.0,6405.0,,,,Bid-Tabs-7.9.25_revised9.2
616-12248,,,0.0,616.0,12248.0,8.0,False,0.987012987012987,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-06559,,,0.0,621.0,6559.0,3.0,False,0.9951690821256038,Bid-Tabs-7.9.25_revised9.2
628-09403,,,0.0,628.0,9403.0,,,,Bid-Tabs-7.9.25_revised9.2
628-11976,,,0.0,628.0,11976.0,,,,Bid-Tabs-7.9.25_revised9.2
715-05125,,,0.0,715.0,5125.0,,,,Bid-Tabs-7.9.25_revised9.2
716-07634,,,0.0,716.0,7634.0,,,,Bid-Tabs-7.9.25_revised9.2
725-12511,,,0.0,725.0,12511.0,,,,Bid-Tabs-7.9.25_revised9.2
801-04308,,,0.0,801.0,4308.0,280.0,False,0.6504369538077404,Bid-Tabs-7.9.25_revised9.2
801-06625,,,0.0,801.0,6625.0,140.0,False,0.8252184769038702,Bid-Tabs-7.9.25_revised9.2
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-7.9.25_revised9.2
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-7.9.25_revised9.2
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-7.9.25_revised9.2
801-07119,,,0.0,801.0,7119.0,16.0,False,0.9800249687890137,Bid-Tabs-7.9.25_revised9.2
105-06845,,,0.0,105.0,6845.0,13000.0,False,122.80952380952381,Bid-Tabs-7.9.25_revised9.2
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-7.9.25_revised9.2
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-7.9.25_revised9.2
201-06587,,,0.0,201.0,6587.0,,,,Bid-Tabs-7.9.25_revised9.2
202-99187,,,0.0,202.0,99187.0,,,,Bid-Tabs-7.9.25_revised9.2
205-11626,,,0.0,205.0,11626.0,15000.0,False,72.17073170731707,Bid-Tabs-7.9.25_revised9.2
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-7.9.25_revised9.2
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-7.9.25_revised9.2
603-06040,,,0.0,603.0,6040.0,,,,Bid-Tabs-7.9.25_revised9.2
616-05688,,,0.0,616.0,5688.0,110.0,False,0.8214285714285714,Bid-Tabs-7.9.25_revised9.2
616-06405,,,0.0,616.0,6405.0,,,,Bid-Tabs-7.9.25_revised9.2
616-12246,,,0.0,616.0,12246.0,,,,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-06559,,,0.0,621.0,6559.0,3.0,False,0.9951690821256038,Bid-Tabs-7.9.25_revised9.2
725-11037,,,0.0,725.0,11037.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-7.9.25_revised9.2
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-7.9.25_revised9.2
105-06845,,,0.0,105.0,6845.0,13000.0,False,122.80952380952381,Bid-Tabs-7.9.25_revised9.2
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-7.9.25_revised9.2
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-7.9.25_revised9.2
201-06587,,,0.0,201.0,6587.0,,,,Bid-Tabs-7.9.25_revised9.2
202-99187,,,0.0,202.0,99187.0,,,,Bid-Tabs-7.9.25_revised9.2
205-11626,,,0.0,205.0,11626.0,15000.0,False,72.17073170731707,Bid-Tabs-7.9.25_revised9.2
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-7.9.25_revised9.2
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-7.9.25_revised9.2
603-06040,,,0.0,603.0,6040.0,,,,Bid-Tabs-7.9.25_revised9.2
616-05688,,,0.0,616.0,5688.0,110.0,False,0.8214285714285714,Bid-Tabs-7.9.25_revised9.2
616-06405,,,0.0,616.0,6405.0,,,,Bid-Tabs-7.9.25_revised9.2
616-12246,,,0.0,616.0,12246.0,,,,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-06559,,,0.0,621.0,6559.0,3.0,False,0.9951690821256038,Bid-Tabs-7.9.25_revised9.2
725-11037,,,0.0,725.0,11037.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-7.9.25_revised9.2
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-7.9.25_revised9.2
105-06845,,,0.0,105.0,6845.0,13000.0,False,122.80952380952381,Bid-Tabs-7.9.25_revised9.2
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08440,,,0.0,109.0,8440.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-7.9.25_revised9.2
109-09377,,,0.0,109.0,9377.0,,,,Bid-Tabs-7.9.25_revised9.2
109-09489,,,0.0,109.0,9489.0,,,,Bid-Tabs-7.9.25_revised9.2
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-7.9.25_revised9.2
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-7.9.25_revised9.2
202-02240,,,0.0,202.0,2240.0,,,,Bid-Tabs-7.9.25_revised9.2
202-51328,,,0.0,202.0,51328.0,,,,Bid-Tabs-7.9.25_revised9.2
207-09935,,,0.0,207.0,9935.0,52.0,False,0.748792270531401,Bid-Tabs-7.9.25_revised9.2
213-08068,,,0.0,213.0,8068.0,,,,Bid-Tabs-7.9.25_revised9.2
213-09269,,,0.0,213.0,9269.0,,,,Bid-Tabs-7.9.25_revised9.2
214-12239,,,0.0,214.0,12239.0,7.0,False,0.9672897196261683,Bid-Tabs-7.9.25_revised9.2
301-12234,,,0.0,301.0,12234.0,130.0,False,0.5681063122923588,Bid-Tabs-7.9.25_revised9.2
302-06464,,,0.0,302.0,6464.0,,,,Bid-Tabs-7.9.25_revised9.2
401-10258,,,0.0,401.0,10258.0,,,,Bid-Tabs-7.9.25_revised9.2
401-10259,,,0.0,401.0,10259.0,,,,Bid-Tabs-7.9.25_revised9.2
601-02241,,,0.0,601.0,2241.0,,,,Bid-Tabs-7.9.25_revised9.2
601-12289,,,0.0,601.0,12289.0,,,,Bid-Tabs-7.9.25_revised9.2
601-12292,,,0.0,601.0,12292.0,,,,Bid-Tabs-7.9.25_revised9.2
605-06200,,,0.0,605.0,6200.0,,,,Bid-Tabs-7.9.25_revised9.2
609-06259,,,0.0,609.0,6259.0,,,,Bid-Tabs-7.9.25_revised9.2
616-51367,,,0.0,616.0,51367.0,,,,Bid-Tabs-7.9.25_revised9.2
619-11052,,,0.0,619.0,11052.0,,,,Bid-Tabs-7.9.25_revised9.2
619-12459,,,0.0,619.0,12459.0,,,,Bid-Tabs-7.9.25_revised9.2
619-51859,,,0.0,619.0,51859.0,,,,Bid-Tabs-7.9.25_revised9.2
619-95315,,,0.0,619.0,95315.0,,,,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-06560,,,0.0,621.0,6560.0,,,,Bid-Tabs-7.9.25_revised9.2
628-09403,,,0.0,628.0,9403.0,,,,Bid-Tabs-7.9.25_revised9.2
703-01540,,,0.0,703.0,1540.0,,,,Bid-Tabs-7.9.25_revised9.2
703-06029,,,0.0,703.0,6029.0,,,,Bid-Tabs-7.9.25_revised9.2
706-11620,,,0.0,706.0,11620.0,,,,Bid-Tabs-7.9.25_revised9.2
708-51813,,,0.0,708.0,51813.0,,,,Bid-Tabs-7.9.25_revised9.2
709-07110,,,0.0,709.0,7110.0,,,,Bid-Tabs-7.9.25_revised9.2
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-7.9.25_revised9.2
710-09158,,,0.0,710.0,9158.0,,,,Bid-Tabs-7.9.25_revised9.2
722-01066,,,0.0,722.0,1066.0,,,,Bid-Tabs-7.9.25_revised9.2
722-12380,,,0.0,722.0,12380.0,,,,Bid-Tabs-7.9.25_revised9.2
722-12463,,,0.0,722.0,12463.0,,,,Bid-Tabs-7.9.25_revised9.2
722-12732,,,0.0,722.0,12732.0,,,,Bid-Tabs-7.9.25_revised9.2
722-51401,,,0.0,722.0,51401.0,,,,Bid-Tabs-7.9.25_revised9.2
722-51874,,,0.0,722.0,51874.0,,,,Bid-Tabs-7.9.25_revised9.2
724-12773,,,0.0,724.0,12773.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06207,,,0.0,801.0,6207.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-7.9.25_revised9.2
801-06645,,,0.0,801.0,6645.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06710,,,0.0,801.0,6710.0,,,,Bid-Tabs-7.9.25_revised9.2
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-7.9.25_revised9.2
801-07023,,,0.0,801.0,7023.0,,,,Bid-Tabs-7.9.25_revised9.2
801-07119,,,0.0,801.0,7119.0,16.0,False,0.9800249687890137,Bid-Tabs-7.9.25_revised9.2
801-08508,,,0.0,801.0,8508.0,,,,Bid-Tabs-7.9.25_revised9.2
801-12883,,,0.0,801.0,12883.0,,,,Bid-Tabs-7.9.25_revised9.2
808-06716,,,0.0,808.0,6716.0,,,,Bid-Tabs-7.9.25_revised9.2
808-10031,,,0.0,808.0,10031.0,,,,Bid-Tabs-7.9.25_revised9.2
808-10033,,,0.0,808.0,10033.0,,,,Bid-Tabs-7.9.25_revised9.2
808-10034,,,0.0,808.0,10034.0,,,,Bid-Tabs-7.9.25_revised9.2
808-12032,,,0.0,808.0,12032.0,2.0,False,0.9975247524752475,Bid-Tabs-7.9.25_revised9.2
808-75996,,,0.0,808.0,75996.0,,,,Bid-Tabs-7.9.25_revised9.2
722-51842,,,0.0,722.0,51842.0,,,,Bid-Tabs-7.9.25_revised9.2
722-01061,,,0.0,722.0,1061.0,,,,Bid-Tabs-7.9.25_revised9.2
105-06845,,,0.0,105.0,6845.0,13000.0,False,122.80952380952381,Bid-Tabs-7.9.25_revised9.2
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08440,,,0.0,109.0,8440.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-7.9.25_revised9.2
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-7.9.25_revised9.2
109-09489,,,0.0,109.0,9489.0,,,,Bid-Tabs-7.9.25_revised9.2
109-11362,,,0.0,109.0,11362.0,,,,Bid-Tabs-7.9.25_revised9.2
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-7.9.25_revised9.2
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-7.9.25_revised9.2
202-02240,,,0.0,202.0,2240.0,,,,Bid-Tabs-7.9.25_revised9.2
202-02279,,,0.0,202.0,2279.0,,,,Bid-Tabs-7.9.25_revised9.2
202-51328,,,0.0,202.0,51328.0,,,,Bid-Tabs-7.9.25_revised9.2
203-02000,,,0.0,203.0,2000.0,70.0,False,0.6551724137931034,Bid-Tabs-7.9.25_revised9.2
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-7.9.25_revised9.2
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-7.9.25_revised9.2
206-51230,,,0.0,206.0,51230.0,,,,Bid-Tabs-7.9.25_revised9.2
206-51235,,,0.0,206.0,51235.0,,,,Bid-Tabs-7.9.25_revised9.2
207-09935,,,0.0,207.0,9935.0,52.0,False,0.748792270531401,Bid-Tabs-7.9.25_revised9.2
211-06467,,,0.0,211.0,6467.0,,,,Bid-Tabs-7.9.25_revised9.2
213-09269,,,0.0,213.0,9269.0,,,,Bid-Tabs-7.9.25_revised9.2
214-12239,,,0.0,214.0,12239.0,7.0,False,0.9672897196261683,Bid-Tabs-7.9.25_revised9.2
301-12234,,,0.0,301.0,12234.0,130.0,False,0.5681063122923588,Bid-Tabs-7.9.25_revised9.2
302-06464,,,0.0,302.0,6464.0,,,,Bid-Tabs-7.9.25_revised9.2
303-07449,,,0.0,303.0,7449.0,,,,Bid-Tabs-7.9.25_revised9.2
304-07493,,,0.0,304.0,7493.0,,,,Bid-Tabs-7.9.25_revised9.2
306-08034,,,0.0,306.0,8034.0,10.0,False,0.9673202614379085,Bid-Tabs-7.9.25_revised9.2
306-08043,,,0.0,306.0,8043.0,,,,Bid-Tabs-7.9.25_revised9.2
401-10258,,,0.0,401.0,10258.0,,,,Bid-Tabs-7.9.25_revised9.2
401-10259,,,0.0,401.0,10259.0,,,,Bid-Tabs-7.9.25_revised9.2
406-05521,,,0.0,406.0,5521.0,0.5,False,0.9987684729064039,Bid-Tabs-7.9.25_revised9.2
601-01522,,,0.0,601.0,1522.0,,,,Bid-Tabs-7.9.25_revised9.2
601-01740,,,0.0,601.0,1740.0,,,,Bid-Tabs-7.9.25_revised9.2
601-02241,,,0.0,601.0,2241.0,,,,Bid-Tabs-7.9.25_revised9.2
601-05585,,,0.0,601.0,5585.0,,,,Bid-Tabs-7.9.25_revised9.2
601-94689,,,0.0,601.0,94689.0,,,,Bid-Tabs-7.9.25_revised9.2
601-99105,,,0.0,601.0,99105.0,,,,Bid-Tabs-7.9.25_revised9.2
609-06259,,,0.0,609.0,6259.0,,,,Bid-Tabs-7.9.25_revised9.2
610-07487,,,0.0,610.0,7487.0,300.0,False,0.5081967213114754,Bid-Tabs-7.9.25_revised9.2
611-08232,,,0.0,611.0,8232.0,,,,Bid-Tabs-7.9.25_revised9.2
616-05689,,,0.0,616.0,5689.0,,,,Bid-Tabs-7.9.25_revised9.2
616-06405,,,0.0,616.0,6405.0,,,,Bid-Tabs-7.9.25_revised9.2
616-12246,,,0.0,616.0,12246.0,,,,Bid-Tabs-7.9.25_revised9.2
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-7.9.25_revised9.2
621-02770,,,0.0,621.0,2770.0,,,,Bid-Tabs-7.9.25_revised9.2
621-06560,,,0.0,621.0,6560.0,,,,Bid-Tabs-7.9.25_revised9.2
621-06574,,,0.0,621.0,6574.0,55.0,False,0.9114331723027376,Bid-Tabs-7.9.25_revised9.2
